,TimeStamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Cloud,Weather Description Main,Rain (1h)
0,2024-01-01 00:00:00,292.15,292.12,1017,77,1.77,74,Clouds,0.0
1,2024-01-01 01:00:00,293.15,293.14,1018,74,2.03,100,Clouds,0.0
2,2024-01-01 02:00:00,294.15,294.13,1019,70,2.24,100,Clouds,0.0
3,2024-01-01 03:00:00,297.15,297.36,1019,67,2.04,100,Clouds,0.0
4,2024-01-01 04:00:00,299.15,299.15,1018,63,2.01,100,Clouds,0.0
5,2024-01-01 05:00:00,299.15,299.15,1017,56,2.42,98,Clouds,0.0
6,2024-01-01 06:00:00,300.15,300.82,1015,54,2.16,96,Clouds,0.0
7,2024-01-01 07:00:00,300.15,300.75,1014,53,2.46,87,Clouds,0.0
8,2024-01-01 08:00:00,300.15,300.89,1014,55,3.4,93,Clouds,0.0
9,2024-01-01 09:00:00,300.15,301.23,1014,60,1.71,100,Clouds,0.0
10,2024-01-01 10:00:00,299.15,299.15,1014,58,4.3,89,Clouds,0.0
11,2024-01-01 11:00:00,298.15,298.3,1015,61,5.1,79,Clouds,0.0
12,2024-01-01 12:00:00,296.15,296.28,1016,68,4.45,66,Clouds,0.0
13,2024-01-01 13:00:00,296.15,296.44,1017,74,3.45,3,Clear,0.0
14,2024-01-01 14:00:00,295.15,295.63,1017,85,2.99,17,Clouds,0.0
15,2024-01-01 15:00:00,295.15,295.7,1017,88,2.56,27,Clouds,0.0
16,2024-01-01 16:00:00,295.15,295.68,1017,87,2.56,41,Clouds,0.0
17,2024-01-01 17:00:00,295.15,295.65,1017,86,2.67,52,Clouds,0.0
18,2024-01-01 18:00:00,295.15,295.68,1016,87,2.65,60,Clouds,0.0
19,2024-01-01 19:00:00,295.15,295.7,1016,88,2.66,100,Clouds,0.0
20,2024-01-01 20:00:00,294.15,294.63,1015,89,2.74,100,Clouds,0.0
21,2024-01-01 21:00:00,294.15,294.63,1015,89,2.88,100,Clouds,0.0
22,2024-01-01 22:00:00,294.15,294.63,1015,89,2.98,100,Clouds,0.0
23,2024-01-01 23:00:00,294.15,294.63,1015,89,2.93,100,Clouds,0.0
24,2024-01-02 00:00:00,294.15,294.63,1016,89,2.58,99,Clouds,0.0
25,2024-01-02 01:00:00,294.15,294.52,1016,85,2.93,80,Clouds,0.0
26,2024-01-02 02:00:00,295.15,295.39,1017,76,3.36,74,Clouds,0.0
27,2024-01-02 03:00:00,296.15,296.26,1017,67,3.7,65,Clouds,0.0
28,2024-01-02 04:00:00,298.15,298.38,1017,64,3.97,66,Clouds,0.0
29,2024-01-02 05:00:00,298.15,298.3,1015,61,4.35,70,Clouds,0.0
30,2024-01-02 06:00:00,300.15,301.09,1014,58,4.19,74,Clouds,0.0
31,2024-01-02 07:00:00,299.15,299.15,1013,54,4.4,91,Clouds,0.0
32,2024-01-02 08:00:00,300.15,300.95,1012,56,4.94,95,Clouds,0.0
33,2024-01-02 09:00:00,300.15,301.3,1012,61,5.21,97,Clouds,0.0
34,2024-01-02 10:00:00,299.15,299.15,1013,71,5.42,64,Clouds,0.0
35,2024-01-02 11:00:00,298.15,298.69,1014,76,4.64,51,Clouds,0.0
36,2024-01-02 12:00:00,298.15,298.74,1015,78,4.48,46,Clouds,0.0
37,2024-01-02 13:00:00,297.15,297.77,1016,83,4.35,3,Clear,0.0
38,2024-01-02 14:00:00,296.15,296.75,1016,86,3.98,8,Clear,0.0
39,2024-01-02 15:00:00,295.15,295.7,1017,88,3.61,15,Clouds,0.0
40,2024-01-02 16:00:00,295.15,295.7,1017,88,3.38,24,Clouds,0.0
41,2024-01-02 17:00:00,295.15,295.7,1017,88,3.34,34,Clouds,0.0
42,2024-01-02 18:00:00,295.15,295.76,1017,90,2.9,15,Clouds,0.0
43,2024-01-02 19:00:00,294.15,294.66,1017,90,2.18,69,Clouds,0.0
44,2024-01-02 20:00:00,294.15,294.71,1017,92,2.76,56,Clouds,0.0
45,2024-01-02 21:00:00,294.15,294.6,1017,88,4.12,70,Clouds,0.0
46,2024-01-02 22:00:00,294.15,294.42,1017,81,5.74,78,Clouds,0.0
47,2024-01-02 23:00:00,293.15,293.22,1018,77,6.48,82,Clouds,0.0
48,2024-01-03 00:00:00,292.15,292.04,1019,74,6.37,81,Clouds,0.0
49,2024-01-03 01:00:00,291.15,290.89,1020,72,5.9,100,Clouds,0.0
50,2024-01-03 02:00:00,292.15,291.99,1022,72,5.64,100,Clouds,0.0
51,2024-01-03 03:00:00,291.15,290.86,1022,71,5.54,100,Clouds,0.0
52,2024-01-03 04:00:00,290.15,289.73,1022,70,5.46,100,Clouds,0.0
53,2024-01-03 05:00:00,291.15,290.83,1021,70,5.31,100,Clouds,0.0
54,2024-01-03 06:00:00,292.15,291.78,1020,64,5.11,99,Clouds,0.0
55,2024-01-03 07:00:00,293.15,292.88,1019,64,4.71,99,Clouds,0.0
56,2024-01-03 08:00:00,293.15,292.88,1019,64,4.4,100,Clouds,0.0
57,2024-01-03 09:00:00,294.15,293.95,1019,63,3.79,100,Clouds,0.0
58,2024-01-03 10:00:00,293.15,292.85,1019,63,2.99,100,Clouds,0.0
59,2024-01-03 11:00:00,293.15,292.88,1020,64,1.82,100,Clouds,0.0
60,2024-01-03 12:00:00,292.15,291.78,1020,64,2.18,99,Clouds,0.0
61,2024-01-03 13:00:00,292.15,291.8,1020,65,1.66,100,Clouds,0.0
62,2024-01-03 14:00:00,292.15,291.8,1020,65,1.43,100,Clouds,0.0
63,2024-01-03 15:00:00,292.15,291.83,1021,66,1.04,100,Clouds,0.0
64,2024-01-03 16:00:00,292.15,291.83,1020,66,0.6,100,Clouds,0.0
65,2024-01-03 17:00:00,291.15,290.73,1020,66,0.74,100,Clouds,0.0
66,2024-01-03 18:00:00,291.15,290.78,1019,68,1.26,100,Clouds,0.0
67,2024-01-03 19:00:00,291.15,290.81,1018,69,1.25,100,Clouds,0.0
68,2024-01-03 20:00:00,291.15,290.81,1018,69,1.32,100,Clouds,0.0
69,2024-01-03 21:00:00,291.15,290.83,1018,70,1.33,100,Clouds,0.0
70,2024-01-03 22:00:00,291.15,290.86,1018,71,1.18,100,Clouds,0.0
71,2024-01-03 23:00:00,290.15,289.76,1019,71,1.0,100,Clouds,0.0
72,2024-01-04 00:00:00,291.15,290.81,1020,69,1.2,100,Clouds,0.0
73,2024-01-04 01:00:00,291.15,290.78,1020,68,1.6,100,Clouds,0.0
74,2024-01-04 02:00:00,292.15,291.8,1021,65,1.97,100,Clouds,0.0
75,2024-01-04 03:00:00,292.15,291.75,1021,63,2.61,99,Clouds,0.0
76,2024-01-04 04:00:00,293.15,292.8,1020,61,3.03,99,Clouds,0.0
77,2024-01-04 05:00:00,293.15,292.85,1019,63,2.75,100,Clouds,0.0
78,2024-01-04 06:00:00,294.15,293.69,1017,53,3.06,92,Clouds,0.0
79,2024-01-04 07:00:00,294.15,293.64,1016,51,4.19,93,Clouds,0.0
80,2024-01-04 08:00:00,294.15,293.72,1016,54,3.46,99,Clouds,0.0
81,2024-01-04 09:00:00,293.15,292.69,1016,57,3.98,97,Clouds,0.0
82,2024-01-04 10:00:00,293.15,292.8,1016,61,3.9,96,Clouds,0.0
83,2024-01-04 11:00:00,293.15,292.96,1016,67,4.88,96,Clouds,0.0
84,2024-01-04 12:00:00,293.15,293.09,1018,72,3.95,90,Clouds,0.0
85,2024-01-04 13:00:00,293.15,293.19,1018,76,3.48,85,Clouds,0.0
86,2024-01-04 14:00:00,293.15,293.24,1018,78,3.46,82,Clouds,0.0
87,2024-01-04 15:00:00,293.15,293.29,1018,80,3.06,74,Clouds,0.0
88,2024-01-04 16:00:00,293.15,293.32,1018,81,2.82,76,Clouds,0.0
89,2024-01-04 17:00:00,293.15,293.35,1017,82,2.19,97,Clouds,0.0
90,2024-01-04 18:00:00,293.15,293.29,1017,80,2.26,73,Clouds,0.0
91,2024-01-04 19:00:00,293.15,293.29,1016,80,2.07,99,Clouds,0.0
92,2024-01-04 20:00:00,292.15,292.19,1016,80,1.97,99,Clouds,0.0
93,2024-01-04 21:00:00,292.15,292.19,1016,80,1.86,99,Clouds,0.0
94,2024-01-04 22:00:00,291.15,291.09,1017,80,1.84,100,Clouds,0.0
95,2024-01-04 23:00:00,291.15,291.12,1017,81,1.61,100,Clouds,0.0
96,2024-01-05 00:00:00,291.15,291.12,1018,81,1.36,99,Clouds,0.0
97,2024-01-05 01:00:00,292.15,292.17,1019,79,1.57,100,Clouds,0.0
98,2024-01-05 02:00:00,292.15,292.14,1019,78,1.76,100,Clouds,0.0
99,2024-01-05 03:00:00,293.15,293.22,1019,77,1.69,100,Clouds,0.0
100,2024-01-05 04:00:00,293.15,293.16,1019,75,1.52,100,Clouds,0.0
101,2024-01-05 05:00:00,294.15,294.19,1018,72,1.2,100,Clouds,0.0
102,2024-01-05 06:00:00,294.15,294.08,1016,68,1.93,100,Clouds,0.0
103,2024-01-05 07:00:00,296.15,296.12,1015,62,2.9,100,Clouds,0.0
104,2024-01-05 08:00:00,296.15,296.05,1015,59,3.47,98,Clouds,0.0
105,2024-01-05 09:00:00,296.15,296.05,1015,59,3.64,99,Clouds,0.0
106,2024-01-05 10:00:00,296.15,296.12,1016,62,3.46,99,Clouds,0.0
107,2024-01-05 11:00:00,294.15,294.08,1016,68,3.4,99,Clouds,0.0
108,2024-01-05 12:00:00,293.15,292.88,1017,64,3.72,99,Clouds,0.0
109,2024-01-05 13:00:00,293.15,293.09,1018,72,3.77,100,Clouds,0.0
110,2024-01-05 14:00:00,294.15,294.32,1018,77,3.83,100,Clouds,0.0
111,2024-01-05 15:00:00,293.15,293.29,1018,80,3.59,100,Clouds,0.0
112,2024-01-05 16:00:00,293.15,293.35,1018,82,3.18,100,Clouds,0.0
113,2024-01-05 17:00:00,293.15,293.4,1018,84,3.12,100,Clouds,0.0
114,2024-01-05 18:00:00,294.15,294.45,1018,82,2.31,94,Clouds,0.0
115,2024-01-05 19:00:00,294.15,294.42,1017,81,2.21,100,Clouds,0.0
116,2024-01-05 20:00:00,293.15,293.27,1017,79,2.15,100,Clouds,0.0
117,2024-01-05 21:00:00,293.15,293.27,1017,79,2.54,100,Clouds,0.0
118,2024-01-05 22:00:00,293.15,293.27,1017,79,2.8,100,Clouds,0.0
119,2024-01-05 23:00:00,293.15,293.27,1018,79,3.05,100,Clouds,0.0
120,2024-01-06 00:00:00,293.15,293.24,1019,78,3.16,100,Clouds,0.0
121,2024-01-06 01:00:00,293.15,293.19,1020,76,3.0,100,Clouds,0.0
122,2024-01-06 02:00:00,293.15,293.09,1020,72,3.01,100,Clouds,0.0
123,2024-01-06 03:00:00,294.15,294.11,1020,69,2.75,100,Clouds,0.0
124,2024-01-06 04:00:00,295.15,295.13,1019,66,2.62,100,Clouds,0.0
125,2024-01-06 05:00:00,296.15,296.1,1018,61,2.28,100,Clouds,0.0
126,2024-01-06 06:00:00,297.15,296.99,1016,53,2.17,100,Clouds,0.0
127,2024-01-06 07:00:00,298.15,298.04,1015,51,2.15,94,Clouds,0.0
128,2024-01-06 08:00:00,298.15,298.06,1015,52,3.08,97,Clouds,0.0
129,2024-01-06 09:00:00,298.15,298.17,1015,56,3.92,97,Clouds,0.0
130,2024-01-06 10:00:00,298.15,298.25,1016,59,4.04,98,Clouds,0.0
131,2024-01-06 11:00:00,297.15,297.22,1017,62,4.48,98,Clouds,0.0
132,2024-01-06 12:00:00,297.15,297.33,1017,66,5.24,94,Clouds,0.0
133,2024-01-06 13:00:00,296.15,296.33,1018,70,4.33,75,Clouds,0.0
134,2024-01-06 14:00:00,295.15,295.31,1018,73,3.94,82,Clouds,0.0
135,2024-01-06 15:00:00,294.15,294.29,1019,76,2.86,79,Clouds,0.0
136,2024-01-06 16:00:00,294.15,294.34,1019,78,1.99,74,Clouds,0.0
137,2024-01-06 17:00:00,293.15,293.29,1019,80,2.23,74,Clouds,0.0
138,2024-01-06 18:00:00,293.15,293.27,1018,79,2.49,88,Clouds,0.0
139,2024-01-06 19:00:00,293.15,293.24,1018,78,2.3,100,Clouds,0.0
140,2024-01-06 20:00:00,293.15,293.19,1017,76,2.66,100,Clouds,0.0
141,2024-01-06 21:00:00,292.15,292.09,1017,76,2.71,100,Clouds,0.0
142,2024-01-06 22:00:00,292.15,292.12,1017,77,2.7,98,Clouds,0.0
143,2024-01-06 23:00:00,293.15,293.22,1018,77,2.66,98,Clouds,0.0
144,2024-01-07 00:00:00,292.15,292.19,1019,80,2.31,80,Clouds,0.0
145,2024-01-07 01:00:00,293.15,293.14,1019,74,3.78,21,Clouds,0.0
146,2024-01-07 02:00:00,295.15,295.16,1020,67,4.34,13,Clouds,0.0
147,2024-01-07 03:00:00,296.15,296.07,1020,60,4.47,14,Clouds,0.0
148,2024-01-07 04:00:00,298.15,298.14,1018,55,4.44,29,Clouds,0.0
149,2024-01-07 05:00:00,297.15,297.09,1017,57,4.08,60,Clouds,0.0
150,2024-01-07 06:00:00,297.15,296.99,1016,53,4.59,55,Clouds,0.0
151,2024-01-07 07:00:00,298.15,298.06,1015,52,4.75,99,Clouds,0.0
152,2024-01-07 08:00:00,298.15,298.09,1014,53,5.29,100,Clouds,0.0
153,2024-01-07 09:00:00,297.15,297.07,1014,56,5.28,100,Clouds,0.0
154,2024-01-07 10:00:00,297.15,297.12,1015,58,5.07,100,Clouds,0.0
155,2024-01-07 11:00:00,297.15,297.3,1015,65,5.48,96,Clouds,0.0
156,2024-01-07 12:00:00,296.15,296.41,1016,73,5.38,85,Clouds,0.0
157,2024-01-07 13:00:00,295.15,295.42,1017,77,4.98,91,Clouds,0.0
158,2024-01-07 14:00:00,295.15,295.49,1017,80,4.18,79,Clouds,0.0
159,2024-01-07 15:00:00,294.15,294.42,1017,81,3.94,83,Clouds,0.0
160,2024-01-07 16:00:00,294.15,294.45,1017,82,3.9,87,Clouds,0.0
161,2024-01-07 17:00:00,294.15,294.47,1017,83,3.77,89,Clouds,0.0
162,2024-01-07 18:00:00,294.15,294.55,1016,86,3.65,75,Clouds,0.0
163,2024-01-07 19:00:00,294.15,294.55,1016,86,3.44,100,Clouds,0.0
164,2024-01-07 20:00:00,293.15,293.42,1016,85,3.38,100,Clouds,0.0
165,2024-01-07 21:00:00,293.15,293.42,1015,85,3.5,100,Clouds,0.0
166,2024-01-07 22:00:00,293.15,293.4,1016,84,3.46,100,Clouds,0.0
167,2024-01-07 23:00:00,293.15,293.4,1016,84,3.56,100,Clouds,0.0
168,2024-01-08 00:00:00,293.15,293.45,1017,86,3.43,86,Clouds,0.0
169,2024-01-08 01:00:00,294.15,294.42,1018,81,4.1,99,Clouds,0.0
170,2024-01-08 02:00:00,295.15,295.36,1018,75,4.3,69,Clouds,0.0
171,2024-01-08 03:00:00,296.15,296.33,1018,70,3.99,72,Clouds,0.0
172,2024-01-08 04:00:00,296.15,296.26,1017,67,3.87,78,Clouds,0.0
173,2024-01-08 05:00:00,297.15,297.25,1016,63,3.77,82,Clouds,0.0
174,2024-01-08 06:00:00,297.15,297.17,1014,60,3.93,93,Clouds,0.0
175,2024-01-08 07:00:00,298.15,298.25,1013,59,4.12,97,Clouds,0.0
176,2024-01-08 08:00:00,299.15,299.15,1013,59,4.69,92,Clouds,0.0
177,2024-01-08 09:00:00,299.15,299.15,1013,59,5.47,87,Clouds,0.0
178,2024-01-08 10:00:00,298.15,298.32,1013,62,5.2,89,Clouds,0.0
179,2024-01-08 11:00:00,298.15,298.43,1014,66,5.4,91,Clouds,0.0
180,2024-01-08 12:00:00,297.15,297.38,1015,68,5.15,97,Clouds,0.0
181,2024-01-08 13:00:00,296.15,296.41,1015,73,5.07,97,Clouds,0.0
182,2024-01-08 14:00:00,296.15,296.54,1015,78,4.83,89,Clouds,0.0
183,2024-01-08 15:00:00,295.15,295.57,1016,83,4.33,81,Clouds,0.0
184,2024-01-08 16:00:00,295.15,295.6,1015,84,4.51,85,Clouds,0.0
185,2024-01-08 17:00:00,295.15,295.65,1015,86,4.26,88,Clouds,0.0
186,2024-01-08 18:00:00,295.15,295.68,1015,87,3.56,79,Clouds,0.0
187,2024-01-08 19:00:00,295.15,295.68,1014,87,3.45,94,Clouds,0.0
188,2024-01-08 20:00:00,295.15,295.73,1014,89,2.95,84,Clouds,0.0
189,2024-01-08 21:00:00,294.15,294.63,1014,89,2.88,85,Clouds,0.0
190,2024-01-08 22:00:00,294.15,294.63,1014,89,2.74,88,Clouds,0.0
191,2024-01-08 23:00:00,294.15,294.6,1014,88,3.15,90,Clouds,0.0
192,2024-01-09 00:00:00,294.15,294.66,1015,90,2.77,72,Clouds,0.0
193,2024-01-09 01:00:00,294.15,294.52,1016,85,3.35,91,Clouds,0.0
194,2024-01-09 02:00:00,295.15,295.47,1016,79,3.59,95,Clouds,0.0
195,2024-01-09 03:00:00,297.15,297.49,1016,72,3.45,96,Clouds,0.0
196,2024-01-09 04:00:00,298.15,298.48,1015,68,3.01,97,Clouds,0.0
197,2024-01-09 05:00:00,298.15,298.43,1014,66,2.99,98,Clouds,0.0
198,2024-01-09 06:00:00,297.15,297.33,1013,66,3.28,98,Clouds,0.0
199,2024-01-09 07:00:00,298.15,298.43,1012,66,4.52,100,Clouds,0.0
200,2024-01-09 08:00:00,299.15,299.15,1012,67,3.99,100,Clouds,0.0
201,2024-01-09 09:00:00,299.15,299.15,1013,68,3.69,100,Clouds,0.0
202,2024-01-09 10:00:00,299.15,299.15,1013,70,3.88,100,Clouds,0.0
203,2024-01-09 11:00:00,298.15,298.59,1014,72,3.7,100,Clouds,0.0
204,2024-01-09 12:00:00,298.15,298.64,1015,74,3.28,99,Clouds,0.0
205,2024-01-09 13:00:00,296.15,296.39,1016,72,2.84,100,Clouds,0.0
206,2024-01-09 14:00:00,296.15,296.44,1016,74,2.51,100,Clouds,0.0
207,2024-01-09 15:00:00,295.15,295.39,1016,76,2.34,100,Clouds,0.0
208,2024-01-09 16:00:00,295.15,295.44,1016,78,2.13,100,Clouds,0.0
209,2024-01-09 17:00:00,295.15,295.47,1016,79,2.07,100,Clouds,0.0
210,2024-01-09 18:00:00,295.15,295.49,1016,80,1.85,100,Clouds,0.0
211,2024-01-09 19:00:00,294.15,294.45,1015,82,2.18,100,Clouds,0.0
212,2024-01-09 20:00:00,294.15,294.47,1015,83,2.67,100,Clouds,0.0
213,2024-01-09 21:00:00,294.15,294.55,1015,86,3.4,100,Clouds,0.0
214,2024-01-09 22:00:00,294.15,294.6,1015,88,4.04,97,Clouds,0.0
215,2024-01-09 23:00:00,294.15,294.63,1016,89,3.92,97,Clouds,0.0
216,2024-01-10 00:00:00,293.15,293.53,1017,89,3.73,98,Clouds,0.0
217,2024-01-10 01:00:00,293.15,293.42,1017,85,2.87,97,Clouds,0.0
218,2024-01-10 02:00:00,293.15,293.4,1018,84,3.16,98,Clouds,0.0
219,2024-01-10 03:00:00,293.15,293.4,1018,84,3.37,99,Clouds,0.0
220,2024-01-10 04:00:00,293.15,293.29,1018,80,3.69,99,Clouds,0.0
221,2024-01-10 05:00:00,293.15,293.19,1016,76,3.48,99,Clouds,0.0
222,2024-01-10 06:00:00,292.15,292.12,1015,77,2.71,99,Clouds,0.0
223,2024-01-10 07:00:00,292.15,292.12,1014,77,2.74,100,Clouds,0.0
224,2024-01-10 08:00:00,292.15,292.3,1014,84,3.15,100,Clouds,0.0
225,2024-01-10 09:00:00,292.15,292.25,1014,82,3.28,100,Clouds,0.0
226,2024-01-10 10:00:00,292.15,292.19,1015,80,2.78,100,Clouds,0.0
227,2024-01-10 11:00:00,291.15,291.12,1015,81,2.4,100,Clouds,0.0
228,2024-01-10 12:00:00,291.15,291.15,1016,82,2.52,100,Clouds,0.0
229,2024-01-10 13:00:00,291.15,291.2,1017,84,1.84,100,Clouds,0.0
230,2024-01-10 14:00:00,291.15,291.2,1017,84,1.66,98,Clouds,0.0
231,2024-01-10 15:00:00,291.15,291.2,1017,84,1.75,99,Clouds,0.0
232,2024-01-10 16:00:00,291.15,291.25,1017,86,1.82,99,Clouds,0.0
233,2024-01-10 17:00:00,291.15,291.3,1017,88,2.47,100,Clouds,0.0
234,2024-01-10 18:00:00,291.15,291.28,1016,87,1.95,99,Clouds,0.0
235,2024-01-10 19:00:00,291.15,291.33,1016,89,1.88,100,Clouds,0.0
236,2024-01-10 20:00:00,290.15,290.26,1016,90,1.99,100,Clouds,0.0
237,2024-01-10 21:00:00,290.15,290.26,1016,90,2.32,100,Clouds,0.0
238,2024-01-10 22:00:00,290.15,290.26,1016,90,2.4,100,Clouds,0.0
239,2024-01-10 23:00:00,290.15,290.28,1017,91,1.99,100,Clouds,0.0
240,2024-01-11 00:00:00,290.15,290.31,1017,92,2.03,100,Clouds,0.0
241,2024-01-11 01:00:00,290.15,290.28,1018,91,2.07,100,Clouds,0.0
242,2024-01-11 02:00:00,290.15,290.26,1019,90,2.27,100,Clouds,0.0
243,2024-01-11 03:00:00,290.15,290.23,1019,89,2.25,100,Clouds,0.0
244,2024-01-11 04:00:00,291.15,291.36,1019,90,2.19,100,Clouds,0.0
245,2024-01-11 05:00:00,290.15,290.26,1018,90,2.12,100,Clouds,0.0
246,2024-01-11 06:00:00,291.15,291.38,1016,91,1.98,100,Clouds,0.0
247,2024-01-11 07:00:00,290.15,290.28,1016,91,2.27,100,Clouds,0.0
248,2024-01-11 08:00:00,291.15,291.36,1015,90,2.62,100,Clouds,0.0
249,2024-01-11 09:00:00,290.15,290.28,1015,91,2.72,100,Clouds,0.0
250,2024-01-11 10:00:00,290.15,290.31,1016,92,2.43,100,Clouds,0.0
251,2024-01-11 11:00:00,291.15,291.41,1016,92,2.43,100,Clouds,0.0
252,2024-01-11 12:00:00,290.15,290.31,1017,92,2.03,100,Clouds,0.0
253,2024-01-11 13:00:00,291.15,291.41,1018,92,1.83,100,Clouds,0.0
254,2024-01-11 14:00:00,291.15,291.41,1018,92,1.96,100,Clouds,0.0
255,2024-01-11 15:00:00,290.15,290.33,1018,93,1.91,100,Clouds,0.0
256,2024-01-11 16:00:00,290.15,290.33,1017,93,2.01,100,Clouds,0.0
257,2024-01-11 17:00:00,290.15,290.33,1017,93,2.1,100,Clouds,0.0
258,2024-01-11 18:00:00,290.15,290.31,1017,92,2.18,100,Clouds,0.0
259,2024-01-11 19:00:00,290.15,290.33,1016,93,2.0,100,Clouds,0.0
260,2024-01-11 20:00:00,290.15,290.33,1016,93,2.0,100,Clouds,0.0
261,2024-01-11 21:00:00,290.15,290.33,1015,93,1.98,100,Clouds,0.0
262,2024-01-11 22:00:00,290.15,290.33,1016,93,1.88,100,Clouds,0.0
263,2024-01-11 23:00:00,290.15,290.33,1016,93,1.8,100,Rain,0.24
264,2024-01-12 00:00:00,290.15,290.33,1017,93,1.76,100,Clouds,0.0
265,2024-01-12 01:00:00,290.15,290.28,1017,91,1.58,100,Clouds,0.0
266,2024-01-12 02:00:00,290.15,290.28,1018,91,1.66,100,Clouds,0.0
267,2024-01-12 03:00:00,290.15,290.31,1019,92,1.7,100,Clouds,0.0
268,2024-01-12 04:00:00,291.15,291.41,1018,92,1.82,100,Clouds,0.0
269,2024-01-12 05:00:00,291.15,291.41,1017,92,1.97,100,Clouds,0.0
270,2024-01-12 06:00:00,291.15,291.46,1015,94,2.18,100,Clouds,0.0
271,2024-01-12 07:00:00,291.15,291.43,1015,93,2.48,100,Clouds,0.0
272,2024-01-12 08:00:00,291.15,291.41,1015,92,2.6,100,Clouds,0.0
273,2024-01-12 09:00:00,291.15,291.41,1015,92,2.48,100,Clouds,0.0
274,2024-01-12 10:00:00,291.15,291.43,1015,93,2.1,100,Clouds,0.0
275,2024-01-12 11:00:00,291.15,291.41,1016,92,2.12,100,Clouds,0.0
276,2024-01-12 12:00:00,291.15,291.41,1017,92,1.68,100,Clouds,0.0
277,2024-01-12 13:00:00,291.15,291.41,1018,92,1.57,100,Clouds,0.0
278,2024-01-12 14:00:00,291.15,291.41,1018,92,1.67,100,Clouds,0.0
279,2024-01-12 15:00:00,291.15,291.38,1018,91,1.59,100,Clouds,0.0
280,2024-01-12 16:00:00,291.15,291.38,1018,91,1.63,100,Clouds,0.0
281,2024-01-12 17:00:00,291.15,291.38,1017,91,1.82,100,Rain,2.59
282,2024-01-12 18:00:00,291.15,291.38,1017,91,1.65,100,Clouds,0.0
283,2024-01-12 19:00:00,291.15,291.38,1017,91,2.0,100,Clouds,0.0
284,2024-01-12 20:00:00,291.15,291.38,1016,91,1.68,100,Clouds,0.0
285,2024-01-12 21:00:00,291.15,291.41,1016,92,1.4,100,Clouds,0.0
286,2024-01-12 22:00:00,291.15,291.41,1016,92,1.25,100,Rain,1.26
287,2024-01-12 23:00:00,291.15,291.43,1017,93,1.27,100,Clouds,0.0
288,2024-01-13 00:00:00,291.15,291.43,1018,93,1.54,100,Clouds,0.0
289,2024-01-13 01:00:00,291.15,291.41,1018,92,1.6,100,Clouds,0.0
290,2024-01-13 02:00:00,291.15,291.38,1019,91,1.68,100,Clouds,0.0
291,2024-01-13 03:00:00,291.15,291.33,1020,89,1.67,100,Clouds,0.0
292,2024-01-13 04:00:00,291.15,291.3,1019,88,1.63,100,Clouds,0.0
293,2024-01-13 05:00:00,291.15,291.25,1018,86,1.83,100,Clouds,0.0
294,2024-01-13 06:00:00,291.15,291.25,1017,86,1.72,100,Clouds,0.0
295,2024-01-13 07:00:00,291.15,291.15,1016,82,2.21,100,Clouds,0.0
296,2024-01-13 08:00:00,292.15,292.14,1016,78,2.43,100,Clouds,0.0
297,2024-01-13 09:00:00,292.15,292.12,1016,77,1.97,100,Clouds,0.0
298,2024-01-13 10:00:00,292.15,292.17,1017,79,1.72,100,Clouds,0.0
299,2024-01-13 11:00:00,292.15,292.19,1017,80,2.06,100,Clouds,0.0
300,2024-01-13 12:00:00,291.15,291.25,1018,86,1.46,100,Clouds,0.0
301,2024-01-13 13:00:00,291.15,291.25,1019,86,1.52,100,Clouds,0.0
302,2024-01-13 14:00:00,291.15,291.25,1019,86,1.28,100,Clouds,0.0
303,2024-01-13 15:00:00,292.15,292.4,1020,88,1.45,100,Clouds,0.0
304,2024-01-13 16:00:00,292.15,292.43,1019,89,1.59,100,Clouds,0.0
305,2024-01-13 17:00:00,292.15,292.4,1019,88,1.45,100,Clouds,0.0
306,2024-01-13 18:00:00,291.15,291.33,1018,89,1.24,100,Clouds,0.0
307,2024-01-13 19:00:00,292.15,292.43,1018,89,1.05,100,Clouds,0.0
308,2024-01-13 20:00:00,292.15,292.43,1018,89,0.98,100,Clouds,0.0
309,2024-01-13 21:00:00,291.15,291.33,1018,89,1.07,100,Clouds,0.0
310,2024-01-13 22:00:00,291.15,291.33,1018,89,1.27,100,Clouds,0.0
311,2024-01-13 23:00:00,291.15,291.33,1019,89,1.32,100,Clouds,0.0
312,2024-01-14 00:00:00,291.15,291.3,1020,88,1.23,100,Clouds,0.0
313,2024-01-14 01:00:00,291.15,291.22,1020,85,0.61,100,Clouds,0.0
314,2024-01-14 02:00:00,292.15,292.25,1021,82,0.33,100,Clouds,0.0
315,2024-01-14 03:00:00,292.15,292.19,1021,80,1.0,100,Clouds,0.0
316,2024-01-14 04:00:00,292.15,292.12,1021,77,1.44,100,Clouds,0.0
317,2024-01-14 05:00:00,293.15,293.16,1020,75,1.86,100,Clouds,0.0
318,2024-01-14 06:00:00,293.15,293.22,1018,77,1.09,100,Clouds,0.0
319,2024-01-14 07:00:00,293.15,293.22,1018,77,0.76,100,Clouds,0.0
320,2024-01-14 08:00:00,293.15,293.24,1017,78,0.48,100,Clouds,0.0
321,2024-01-14 09:00:00,293.15,293.27,1017,79,0.37,100,Clouds,0.0
322,2024-01-14 10:00:00,293.15,293.32,1017,81,0.47,100,Clouds,0.0
323,2024-01-14 11:00:00,293.15,293.37,1018,83,0.71,100,Clouds,0.0
